",",Notes,Year,Country,Director,Subtitles,Link 1,Link 1
Vive L Amour,,1994,Taiwan,Tsai Ming-Liang,yes,https://drive.google.com/open?id=1DeG4wZ_cvE5tyZ2nE9mcM1ENrWfrWwnjRg,
"Goodbye South, Goodbye",,1996,Taiwan,Hou Hsiao-hsien,yes,https://drive.google.com/open?id=1RWNrZJKtWV_JY2dIiUSq-enfZ02lFkHnkg,
The River,,1997,Taiwan,Tsai Ming-Liang,yes,https://drive.google.com/open?id=1UMhHviHOhrodYUXb1o4d_lmR0qhxlcXtDQ,
Flowers of Shanghai,,1998,Taiwan,Hou Hsiao-hsien,yes,https://drive.google.com/open?id=1SdV40pQjxtzTDobi89TYI7Vs80dI1r8MOw,
The Hole,,1998,Taiwan,Tsai Ming-Liang,yes,https://drive.google.com/open?id=1mrniEuIuqtw-yCiBYlHDttYR71neXfYR5A,https://drive.google.com/open?id=15FCuk5Q7mDMjZpeNtTVgAz6c0dFj8-oxxw
"Crouching Tiger, Hidden Dragon",,2000,Taiwan,Ang Lee,yes,https://drive.google.com/open?id=1KQvJQei24grQYXfnCIyf1pUWXzpjjMKzDg,
Yi Yi,,2000,Taiwan,Edward Yang,yes,https://drive.google.com/file/d/1yDS8b61prTfgrtQ05TFy4IalQISuH8u4lw/view,
A Conversation With God,,2001,Taiwan,Tsai Ming-Liang,no,https://drive.google.com/file/d/1C1Foi-m-ftl1LiWUKfw6z1wyIoeth-EYrw/view,
Millennium Mambo,,2001,Taiwan,Hou Hsiao-hsien,yes,https://drive.google.com/open?id=1GSMwSJWOghBRncVw-FKQNqGd-yohe6h6jw,
What Time Is It There,,2001,Taiwan,Tsai Ming-Liang,yes,https://drive.google.com/open?id=1x4J-VGdROtL_FxiurPIrC7H3IQVfOIHisA,
July Rhapsody,,2002,Taiwan,Ann Hui,no,https://drive.google.com/open?id=12K-W_juYX6Td4CL3vtKg3jKLFEb-Mhmrzg,
Café Lumière,,2003,Taiwan,Hou Hsiao-hsien,yes,https://drive.google.com/open?id=19ulrOhjBGyXtHV25DhDiiM0z828wnxBZHA,https://drive.google.com/open?id=1oB3cEh9bzRnmVySiGL-NFGCHQALQ1RTHgA
Brokeback Mountain,,2005,Taiwan,Ang Lee,yes,https://drive.google.com/open?id=193l2wvRquH6QriAxlzteMCDch5z2cBcdaQ,
The Wayward Cloud,,2005,Taiwan,Tsai Ming-Liang,no,https://drive.google.com/open?id=1gMUMBY7fmgWf4Pdf7DLokN9IRHHO-EDWPQ,
Tropical Fish,,2005,Taiwan,Yu-Hsun Chen,no,https://drive.google.com/open?id=12cjmq6FA8wem96MvrLMfVjY92fZ6GJOWdw,
I Dont Want To Sleep Alone,,2006,Taiwan,Tsai Ming-Liang,yes,https://drive.google.com/open?id=1wbnKsUEnpPwZOY96RIPhtyTJSvBW0E6Kfw,
Lust Caution,,2007,Taiwan,Ang Lee,yes,https://drive.google.com/open?id=1RGbATfV7h7OFjbJFeQmd3qielLjwSvu24A,
Madame Butterfly,,2009,Taiwan,Tsai Ming-Liang,no,https://drive.google.com/open?id=1iaqCjKMjy_X2uhOn7e_SoEs0PiTdSbeueA,
Visage,,2009,Taiwan,Tsai Ming-Liang,no,https://drive.google.com/open?id=19g2v6HhOIIisQgGpybB72akLlGBu46YLxA,
Thirdworld,,1998,Thailand,Apichatpong Weerasethakul,no,https://drive.google.com/file/d/1b-XycBv_cKBar565vihiDxFGKXhoGGOmkg/view,
Blissfully Yours,,2002,Thailand,Apichatpong Weerasethakul,no,https://drive.google.com/open?id=1VdjFBqSYopmM-ANF0pZ1g4ceAE6RparVkA,
Tropical Malady,,2004,Thailand,Apichatpong Weerasethakul,yes,https://drive.google.com/file/d/0B3v4wACAzT7NN3hENjFGLUtsenM/view,https://drive.google.com/file/d/0B3v4wACAzT7NSV9FaE1kczc4ZE0/view
Worldly Desires,,2005,Thailand,Apichatpong Weerasethakul,no,https://drive.google.com/open?id=1l0jKXE2nsO5pPq2zkyxqXRLD7e6nUzCfUw,
Syndromes and a Century,,2006,Thailand,Apichatpong Weerasethakul,yes,https://drive.google.com/open?id=1Pgb9ppbHkgU1MXbUGW14Tk1oVlJMtHIZtw,
The Anthem,,2006,Thailand,Apichatpong Weerasethakul,no,https://drive.google.com/open?id=1tjY9sDa-Q8EFhTOcgvAA8eXqQAJDIkflPw,
Uncle Boonmee Who Can Recall His Past Lives,,2010,Thailand,Apichatpong Weerasethakul,yes,https://drive.google.com/open?id=1CLC_mSz5aBQHqmW5WLaZJv_tMeDKxqp97g,
Cemetery of Splendour,,2015,Thailand,Apichatpong Weerasethakul,yes,https://drive.google.com/open?id=1gH_5xwK7n_gMcOQefA4e0TrNKTD_0_VJ-A,
Wanderers of the Desert,,1984,Tunisia,Nacer Khemir,yes,https://drive.google.com/open?id=0B_IRfhO4o3zgekdQcC1JNDBYTEE,
The Dove's Lost Necklace,,1992,Tunisia,Nacer Khemir,yes,https://drive.google.com/file/d/11-Ne4Tkj5Il6Z91uQRd5eMRxiSJb8N5fEA/view,
Bab'Aziz,,2005,Tunisia,Nacer Khemir,yes,https://drive.google.com/file/d/0B_IRfhO4o3zgSDlOVjVSTGV4dkE/view,
Dry Summer,,1963,Turkey,Metin Erksan,no,https://drive.google.com/open?id=1mkrkoeAXoMnaIeVPd5bgs3zUSd18q63QaA,
Yol,,1982,Turkey,Yılmaz Güney,yes,https://drive.google.com/open?id=1AJn0XvENX4zYdIBJ2UM4Oy4JRe0GE4kc3w,https://drive.google.com/open?id=1nD9U4Cd0LEDlqnnEqzFyzmEkAJfnEEvogA
Kasaba,,1997,Turkey,Nuri Bilge Ceylan,yes,https://drive.google.com/file/d/1WXXK07IwBiTwMy4M0eZE3VWElSlfLaVYMw/view,
Clouds of May,,1999,Turkey,Nuri Bilge Ceylan,yes,https://drive.google.com/file/d/1cF5BAEClnmfFCjqoyxxATTSUPym6G6NK2Q/view,https://drive.google.com/file/d/1PZqHjLVuIKrEjgU8N4Oki1i4RyDYF3KXAg/view
Distant,,2002,Turkey,Nuri Bilge Ceylan,yes,https://drive.google.com/open?id=0BxZg3w8KvaXnZ3pDR01RbDVKVjQ,
Head-On,,2004,Turkey,Fatih Akin,yes,https://drive.google.com/open?id=1Ct0mX_9CfXK9efWn_ef_KComePw3WaXZiA,
Times and Winds,,2006,Turkey,Reha Erdem,yes,https://drive.google.com/open?id=1tSuL20eFdjJk0Vyf4ny2LIu8xNpXPViomA,
Egg,,2007,Turkey,Semih Kaplanoğlu,yes,https://drive.google.com/open?id=1sygj8CJ01fQteOeA5oWAUg6ly96XSfU7Tg,
Milk,,2008,Turkey,Semih Kaplanoğlu,yes,https://drive.google.com/open?id=1QlwDjJ1q1nSGYYYs11RJD1XPKQmI8TDg1Q,
Three Monkeys,,2008,Turkey,Nuri Bilge Ceylan,yes,https://drive.google.com/open?id=19w5VZL6-AoYpBxs7Q9y7GKzwsgPQhMPkUA,
Soul Kitchen,,2009,Turkey,Fatih Akin,yes,https://drive.google.com/open?id=1gojX2DZffqTFhlaKgdBF4EOLwfeSh21zlw,
Honey,,2010,Turkey,Semih Kaplanoğlu,yes,https://drive.google.com/open?id=1DaGk9d0nARhxjGks4hrXz1NCzhS_-A8Dkg,
Once Upon a Time in Anatolia,,2011,Turkey,Nuri Bilge Ceylan,yes,https://drive.google.com/open?id=1BOFBAWdNgWKqLplL4uIzTumCLVxfAoe-LA,
Winter Sleep,,2014,Turkey,Nuri Bilge Ceylan,yes,https://drive.google.com/open?id=1B0vTU2oLJnyQbO1-Jlj_GnfO-MAW8YU70Q,
25 Watts,,2001,Uruguay,"Juan Pablo Rebella, Pablo Stoll",yes,https://drive.google.com/file/d/1XDDXfnvk-W283G5gbnwr8ax8tJaLF5lTdQ/view,
Whisky,,2004,Uruguay,"Juan Pablo Rebella, Pablo Stoll",yes,https://drive.google.com/file/d/1XK-drBUJMzztRN3oettZEK8p8LN-d1qTfw/view,
From Afar,,2015,Venezuela,Lorenzo Vigas,yes,https://drive.google.com/open?id=1OWZXnNqBZxvBYWQ90lyRo24dtpaOa-4Iog,
Reassemblage,,1983,Vietnam,Trinh T. Minh-ha,no,https://drive.google.com/open?id=1OOiDJI2xAYZNcVMzRLLU1YA5BtCUy6Rq9w,
Naked Spaces,,1985,Vietnam,Trinh T. Minh-ha,no,https://drive.google.com/open?id=1qWEX-ZLCZQC27QiiGpgRx4skrJH2zRVXqg,
Surname Viet Given Name Nam,,1989,Vietnam,Trinh T. Minh-ha,no,https://drive.google.com/open?id=10Zq5-yI6fK244dbD2MD7TkPiDPn943qJlw,
Shoot for the Contents,,1991,Vietnam,Trinh T. Minh-ha,no,https://drive.google.com/open?id=1MK63NkhR9gHhytcGuSg4F55fBaeI4UVVvQ,
A Tale of Love,,1995,Vietnam,Trinh T. Minh-ha,no,https://drive.google.com/open?id=1EAvEcAXbrZVlNQ-_yc3jII78VYkbQP__4g,
Cyclo,,1995,Vietnam,Tran Anh Hung,yes,https://drive.google.com/open?id=1Jh0dD5nvT0v42wG8z-wYFjm41djI_TUlTQ,https://drive.google.com/open?id=1Jh0dD5nvT0v42wG8z-wYFjm41djI_TUlTQ
The Fourth Dimension,,2001,Vietnam,Trinh T. Minh-ha,no,https://drive.google.com/open?id=1vo7Dv80cfLY44H1fPWkcs8dVx2Yr0ctz_g,
"I Am Nojoom, Age 10 and Divorced",,2014,Yemen,Khadija Al-Salami,arabic,https://drive.google.com/open?id=10AURyh82QVf4R160lNvDDYZXKfQl8Q0fsw,
Madame Rosa,,1977,Zionist entity,Moshé Mizrahi,yes,https://drive.google.com/open?id=121Z7QI6g21O1jzKiVaw1FqIIITLBLwCj4g,
Lebanon,,2009,Zionist entity,Samuel Maoz,yes,https://drive.google.com/open?id=166MVgpVMrGCNEykD6o7chJBsF7zhSTGOPQ,
